"GreatPast,GreatFuture",Zoo/Aquarium,artMuseum,natural history museum,science and technology center,park,public library,live music,sporting event,lecture or talk about science,PoliticsInterest,CommunityInterest,SportsNewsInterest,BusinessInterest,ScienceNewsInterest,EntertainmentNewsInterest,HowOftenScienceNews,HowGetScienceNews,HealthMedInterest,TechInterest,EnvironmentInterest,NutritionInterest,AstromonyInterest,EvolutionInterest,BrainInterest,SciKnowledge,AltMethodsSci,RateNewsMediaScience,UseSocialMedia,WatchCrime,WatchMedical,WatchSciFi,Hobbies,ABCNews,CBSNews,NBCNews,BizInsider,Vox,IJR,PBS,Politico,LATimes,PoliticalViews,Language,Parent of 0-17 year olds,Occupation,ReligiousEvents,OwnSmartPhone,ComputerOwner,Age,Education,Race,Gender,HOH,HHSize,HousingType,Income,MaritalStatus,EmploymentStatus,Age,Children0-1,Children2-5,Children6-12,Children13-17,Adults18+
1,0,0,0,0,0,0,0,0,0,2,2,4,2,2,4,4,1,0,0,1,0,1,0,0,3,2,3,1,2,4,2,2,0,0,0,0,0,0,0,0,0,3,1,2,-2,6,2,1,4,2,1,1,1,2,1,4,3,5,63,0,0,0,0,2
2,0,0,0,0,1,0,1,1,0,1,1,2,2,2,3,2,2,1,1,1,0,0,1,1,2,2,1,2,3,3,3,1,1,1,1,1,1,0,1,1,1,2,1,2,-2,6,1,2,3,2,1,1,1,1,1,12,3,5,53,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,3,1,4,3,3,3,4,-1,0,0,0,0,0,0,0,4,2,1,1,2,2,3,2,0,0,0,0,0,0,0,0,0,3,1,2,22,5,1,4,3,2,1,2,1,2,1,21,1,1,54,0,0,0,0,2
2,0,0,0,0,1,1,0,0,0,2,2,4,2,2,2,4,1,1,0,1,1,0,0,0,3,2,2,2,1,1,3,2,1,1,1,0,0,0,1,0,0,3,1,2,-2,6,4,1,4,3,1,2,1,2,1,13,1,5,64,0,0,0,0,2
2,1,0,0,0,1,0,1,1,0,2,2,1,3,2,2,4,1,0,1,1,1,1,0,0,1,2,2,1,4,2,2,2,0,1,1,0,0,0,0,0,0,2,1,1,10,6,1,2,2,4,1,1,1,4,1,13,3,1,38,0,1,2,0,1
1,1,1,1,1,0,0,1,0,0,2,3,4,2,2,3,3,2,0,1,1,0,1,0,1,2,2,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,2,1,2,3,4,1,3,2,4,1,1,1,2,1,21,1,1,40,0,0,0,0,2
1,1,0,0,0,1,1,1,1,0,3,2,2,2,1,3,2,2,0,1,0,0,1,0,0,2,2,2,1,3,2,2,1,1,1,1,0,0,0,1,0,0,1,1,1,29,2,1,3,2,3,1,1,1,3,1,11,1,1,30,1,0,0,0,2
2,0,0,0,0,1,0,1,0,0,1,1,2,2,2,3,3,2,1,1,0,1,0,0,1,2,2,3,1,1,2,2,2,0,0,0,0,0,0,0,0,0,1,1,2,-2,4,1,3,4,4,1,1,1,3,1,16,1,5,74,0,0,0,0,3
1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,4,2,3,2,3,4,4,2,0,0,0,0,0,0,0,0,0,3,1,2,3,6,1,3,1,4,1,1,1,2,3,14,1,1,29,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,4,3,2,4,4,4,4,1,0,0,0,0,0,0,0,4,2,3,1,4,4,4,2,0,0,0,0,0,0,0,0,0,3,1,1,25,6,3,5,2,2,1,1,1,4,1,16,1,1,44,0,1,1,0,2
2,1,0,0,0,1,1,0,0,0,1,2,4,3,1,3,2,1,1,1,1,0,0,0,1,1,2,3,2,2,4,1,2,0,0,0,0,0,0,0,0,0,2,1,1,22,6,1,2,1,3,1,2,1,3,1,10,6,1,28,0,0,1,0,2
1,1,1,1,1,0,1,1,0,1,1,1,4,1,1,4,1,2,1,1,1,1,1,1,1,2,2,2,1,1,3,1,1,1,1,1,0,0,0,1,0,1,3,1,1,3,6,1,3,2,4,4,1,1,3,2,20,1,1,44,0,0,0,0,3
1,1,1,1,1,1,1,1,0,1,2,3,3,3,1,3,2,1,1,1,1,0,1,0,0,2,2,3,1,2,3,3,2,0,0,0,0,0,0,0,0,0,2,1,2,29,3,4,1,1,2,1,1,0,3,1,15,5,1,19,0,0,0,0,3
2,1,0,0,0,1,0,0,0,0,2,1,3,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,3,3,3,1,0,0,0,0,0,0,1,0,0,2,1,2,-2,4,2,3,4,4,1,1,1,1,1,15,2,7,79,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,2,2,4,2,2,3,3,1,1,1,0,0,0,0,0,2,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,2,1,2,21,4,1,3,4,4,1,2,1,1,1,8,3,2,66,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,4,2,1,4,4,2,4,-1,0,0,0,0,0,0,0,3,2,-1,1,2,-1,4,2,0,0,0,0,0,0,0,0,0,2,1,1,-2,6,1,2,3,1,3,2,1,4,1,3,1,6,48,0,0,0,2,2
2,0,0,0,0,0,1,1,0,0,3,1,1,2,2,2,3,1,1,0,0,0,0,0,0,2,2,2,1,2,2,3,2,1,0,0,0,0,0,0,0,0,2,1,2,-2,5,1,6,4,3,1,1,1,2,2,11,1,5,71,0,0,0,0,2
2,0,0,0,0,1,1,0,0,0,2,2,3,2,3,3,4,1,1,0,0,1,0,0,0,2,2,2,1,1,2,3,2,1,1,1,0,0,0,1,0,0,2,1,2,-2,6,1,3,4,4,1,2,1,2,1,10,1,5,74,0,0,0,0,2
1,0,0,0,0,1,1,0,0,1,3,4,4,3,2,3,4,2,1,1,1,1,1,1,1,2,2,2,2,4,4,2,2,0,0,0,0,0,0,0,0,0,4,1,2,-2,4,1,3,2,2,1,2,1,2,3,5,1,4,43,0,0,0,0,2
1,0,0,0,0,0,1,0,0,0,1,2,1,2,4,4,4,1,0,0,0,0,0,0,1,3,2,2,1,2,4,4,2,0,0,0,0,0,0,0,0,0,1,1,2,-2,1,3,1,2,4,4,1,0,2,1,13,5,4,32,0,0,0,0,2
2,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,3,2,0,1,1,0,0,0,1,2,2,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,2,1,2,2,6,1,3,1,4,3,2,1,2,3,12,6,1,27,0,0,0,0,2
1,0,1,0,0,0,1,1,1,0,2,2,1,1,1,2,3,2,1,1,0,1,1,0,1,2,-1,2,1,1,2,3,2,1,1,1,1,0,1,0,0,0,2,1,2,1,1,1,3,4,4,1,1,1,3,1,18,1,2,69,0,0,0,0,3
2,0,0,0,0,1,1,0,1,0,1,1,2,2,2,2,3,1,1,1,1,1,0,0,0,2,2,2,1,1,1,1,2,1,0,1,0,0,0,0,1,0,2,1,2,-2,4,1,1,4,3,2,2,1,2,3,11,1,5,61,0,0,0,0,2
2,0,0,0,0,1,0,1,0,0,3,1,3,2,2,4,2,2,1,0,0,1,1,0,1,2,2,4,1,2,1,2,1,1,1,1,0,0,0,0,0,0,1,1,2,29,3,1,2,3,3,1,2,1,3,1,11,1,2,53,0,0,0,0,3
1,0,1,0,0,1,1,0,0,0,1,2,4,2,2,3,3,2,1,0,0,1,0,1,0,2,2,2,1,-1,3,3,2,0,0,0,0,0,0,0,0,0,4,1,2,-2,5,1,2,4,4,1,2,1,2,1,15,2,5,83,0,0,0,0,2
2,0,0,0,0,0,1,1,1,0,3,2,1,2,2,2,4,1,1,0,0,1,0,0,0,3,2,2,2,1,4,4,2,1,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,3,4,1,2,1,3,1,17,1,1,54,0,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,3,2,1,0,1,1,1,0,1,2,2,3,1,2,3,2,2,1,1,1,0,0,0,1,0,0,2,1,2,17,4,4,3,3,2,2,1,1,2,3,10,3,1,56,0,0,0,0,2
2,0,0,0,0,1,1,0,0,0,2,2,3,2,2,2,4,2,1,1,1,1,1,0,1,2,2,2,1,2,2,3,2,1,1,1,0,0,0,0,0,0,1,1,2,-2,1,1,2,4,2,1,2,1,2,1,12,1,5,65,0,0,0,0,2
2,1,0,0,0,0,1,0,0,0,2,2,2,3,2,2,3,2,0,0,0,1,0,0,0,2,2,2,2,2,3,2,2,0,0,0,0,0,0,0,0,0,2,1,1,8,2,2,1,3,4,2,1,1,3,3,11,1,1,46,0,0,1,0,2
1,0,1,0,0,1,1,1,0,0,2,1,4,2,1,3,1,2,1,0,0,1,1,1,1,2,2,3,1,4,4,3,1,1,1,1,1,0,1,0,1,0,3,1,2,2,3,1,2,1,4,1,2,1,4,3,12,5,1,23,0,0,0,1,3
1,0,1,0,1,1,1,1,1,0,1,1,1,1,2,2,2,1,1,1,1,1,0,0,1,3,2,2,2,3,3,2,2,0,0,1,0,1,0,1,1,1,2,1,2,8,3,1,2,4,4,1,1,1,2,1,19,3,1,63,0,0,0,0,2
1,0,0,0,1,1,0,1,1,0,1,1,1,1,2,2,2,2,1,1,1,0,1,0,0,2,2,2,1,1,2,3,2,0,1,1,1,0,0,0,1,1,1,1,2,1,5,1,2,3,3,1,1,1,2,1,19,1,1,56,0,0,0,0,2
1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,2,2,1,1,1,1,1,0,1,2,2,1,1,3,3,3,2,1,1,1,0,0,0,1,1,0,2,1,2,-2,2,1,1,4,4,2,1,1,1,1,12,1,5,76,0,0,0,0,1
2,1,1,1,0,1,1,0,0,0,2,2,3,2,2,4,3,2,1,1,1,0,1,0,0,2,2,3,2,1,2,1,2,1,1,1,0,0,0,0,0,0,2,1,2,-2,6,1,3,1,3,1,1,0,2,2,15,2,3,18,0,0,0,0,2
1,0,0,0,0,0,0,0,0,0,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,0,1,1,0,0,0,1,1,2,16,6,1,3,1,2,1,2,1,4,1,6,5,1,28,0,0,0,0,4
1,0,1,0,0,1,0,1,0,0,1,1,3,2,2,2,3,2,1,0,1,1,0,0,1,3,-1,2,2,3,3,4,2,0,0,0,0,0,0,0,0,0,3,1,2,-2,2,2,3,4,3,1,2,1,1,3,12,2,5,81,0,0,0,0,1
1,1,0,1,1,1,1,1,1,0,1,2,1,1,1,2,1,2,1,1,1,0,1,0,1,2,1,2,1,2,3,2,2,0,0,0,0,0,0,0,0,1,2,1,1,1,6,1,2,2,2,1,2,0,5,1,17,6,1,34,0,0,1,1,3
1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,2,3,1,0,1,0,1,0,0,0,2,-1,2,2,2,3,4,2,0,1,0,0,0,0,0,0,0,2,1,2,21,6,1,1,2,2,2,1,0,1,1,6,5,2,30,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,2,2,1,1,1,0,1,1,1,3,1,1,2,1,4,2,2,0,0,0,0,0,0,0,0,0,2,2,1,29,4,1,6,1,1,4,1,0,10,4,8,6,1,28,1,1,3,2,3
1,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,4,1,1,0,0,0,0,0,0,3,2,3,2,4,4,3,2,0,0,0,0,0,0,0,0,0,1,1,1,22,4,4,6,2,2,1,2,1,4,1,13,1,1,43,0,0,0,2,2
1,0,0,0,0,0,1,0,0,0,1,2,2,2,2,3,4,2,1,0,1,0,0,1,1,2,2,2,2,2,2,2,2,1,1,1,0,0,0,1,1,1,2,1,2,-2,2,4,1,4,4,2,1,1,5,2,11,1,5,67,0,1,0,0,4
1,0,0,0,0,0,0,0,0,0,4,2,2,3,4,2,4,2,0,0,0,0,0,0,0,3,2,2,2,4,3,4,2,1,0,0,0,0,0,0,0,0,1,1,2,20,6,2,2,2,2,1,2,0,1,2,3,5,1,32,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,4,3,4,4,4,4,4,-1,0,0,0,0,0,0,0,3,2,-1,1,2,4,4,2,0,0,0,0,0,0,0,0,0,2,1,2,29,1,1,4,2,3,2,2,0,3,1,11,3,1,40,0,0,0,0,3
2,0,0,0,0,0,1,0,0,0,2,2,4,2,2,2,4,1,0,1,0,0,1,0,0,3,2,2,2,1,4,1,2,1,1,1,0,0,0,0,0,0,2,1,2,29,6,2,1,4,1,1,1,1,2,1,16,1,1,66,0,0,0,0,2
2,0,1,1,0,1,1,1,1,0,1,1,1,1,1,3,1,2,1,1,1,1,0,0,1,2,2,2,2,3,3,2,1,1,1,1,0,0,0,0,1,0,1,1,2,-2,4,2,1,4,4,1,1,1,1,4,11,2,5,74,0,0,0,0,1
2,0,1,1,0,1,0,1,0,0,2,1,4,3,2,3,2,2,1,1,1,1,1,1,1,2,2,3,2,1,3,3,1,1,1,1,1,1,1,1,1,0,2,1,2,1,5,1,2,2,3,1,1,1,3,1,13,6,1,38,0,0,0,0,3
1,1,0,0,0,0,1,1,1,0,3,2,2,4,4,2,4,1,1,0,0,1,0,0,0,3,2,3,1,3,2,3,2,0,0,0,0,0,0,0,0,0,2,2,2,29,4,1,2,3,2,4,2,1,4,3,16,1,1,48,0,0,0,0,4
2,0,0,0,1,0,0,0,0,0,2,1,-1,2,1,3,2,1,1,0,1,1,0,0,0,2,2,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,2,1,2,-2,3,1,2,4,3,2,2,1,1,3,13,2,5,72,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,2,2,4,3,2,3,3,2,1,1,0,0,1,0,0,2,2,2,1,1,1,1,2,1,1,1,0,0,0,1,0,0,1,1,2,2,4,1,2,4,2,1,2,1,2,1,10,3,1,68,0,0,0,0,2
2,0,0,0,0,1,0,0,1,0,2,2,4,2,2,3,3,1,1,0,0,1,0,0,0,2,2,2,1,2,2,4,2,0,0,0,0,0,0,0,0,0,3,1,2,12,1,3,4,3,3,1,2,1,2,1,19,1,1,55,0,0,0,0,2
2,0,0,0,0,0,1,1,0,0,2,2,2,3,2,2,3,1,1,0,0,1,0,0,0,2,2,2,1,2,2,3,2,0,1,0,0,0,0,0,0,0,1,1,2,-2,2,1,2,3,3,1,2,1,1,1,1,3,6,51,0,0,0,0,1
2,0,0,0,0,0,1,0,0,0,2,3,1,1,3,3,2,1,1,1,0,0,0,0,0,2,2,3,2,1,3,4,2,0,0,0,0,1,0,1,1,0,2,1,2,-2,6,1,2,1,4,3,1,0,3,1,16,5,4,28,0,0,0,0,3
2,0,0,0,0,1,1,1,0,0,3,2,4,3,2,2,4,1,1,0,1,1,0,1,1,2,2,3,1,2,2,2,2,1,0,1,0,0,0,0,0,0,2,1,1,12,6,1,1,2,4,1,2,1,2,2,13,3,1,32,0,0,1,0,1
1,0,0,0,0,1,0,0,0,0,3,2,4,3,2,3,3,2,1,0,0,1,0,0,1,2,2,2,2,4,4,2,2,0,0,0,0,0,0,0,0,0,-1,1,2,24,1,4,6,3,2,1,2,1,4,1,17,1,2,47,0,0,0,0,4
2,1,0,0,1,1,1,1,1,0,2,3,2,3,2,2,3,1,1,0,1,1,1,1,0,1,2,2,1,3,3,3,1,0,0,0,0,0,0,0,0,0,3,1,1,8,2,1,2,2,4,1,2,1,3,1,17,1,1,30,1,0,0,0,2
1,0,1,0,0,1,1,1,0,0,1,2,2,2,1,3,3,2,1,1,0,1,0,1,1,2,2,3,2,4,4,4,1,0,0,0,0,0,0,1,0,0,2,1,2,9,5,2,2,4,4,5,2,1,1,1,13,2,1,83,0,0,0,0,1
1,0,0,0,0,0,0,1,0,0,1,2,4,2,2,3,2,1,1,1,1,1,0,0,1,3,2,3,1,1,2,4,2,1,1,1,0,0,0,1,0,1,3,1,2,-2,6,3,3,4,3,1,2,1,4,1,10,1,5,67,0,0,1,0,3
1,1,0,0,0,1,1,0,1,0,3,2,2,1,1,3,2,2,1,1,1,1,1,1,1,1,1,4,1,1,2,3,1,0,1,1,0,0,0,0,0,0,3,1,1,29,6,1,6,1,2,2,2,0,4,1,12,6,1,28,0,0,1,0,3
1,0,1,1,1,1,1,1,1,0,2,2,2,2,1,3,1,1,1,1,1,1,1,1,1,3,2,3,1,2,3,4,1,0,1,0,0,0,0,1,0,0,2,1,2,9,4,1,2,3,4,1,2,1,2,1,19,1,1,46,0,0,0,0,2
2,1,1,0,1,1,0,1,1,0,3,2,2,2,2,2,3,1,0,0,1,0,1,0,0,2,2,2,2,2,3,1,2,1,1,1,0,0,0,0,0,0,3,1,2,-2,6,1,2,4,2,1,1,1,2,1,17,1,5,60,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,2,1,3,1,2,3,2,2,1,1,1,1,1,1,1,2,2,2,2,3,4,2,2,1,1,1,0,0,0,0,0,0,3,1,2,-2,6,3,1,4,2,1,2,1,1,1,7,2,5,74,0,0,0,0,1
2,0,0,0,0,1,0,1,1,0,2,2,2,1,2,2,3,1,1,0,0,0,1,0,1,2,2,2,2,1,4,3,2,0,1,0,0,0,0,0,0,0,1,1,2,-2,4,2,4,4,2,1,1,1,2,1,17,1,5,80,0,0,0,0,2
1,0,0,0,0,0,0,0,0,0,3,1,2,2,2,2,3,1,1,1,1,1,1,1,1,3,2,2,2,2,2,3,2,1,0,0,0,0,0,0,0,0,3,1,2,29,5,2,1,3,3,1,1,1,2,4,9,1,1,57,0,0,0,0,2
1,1,0,0,0,0,0,0,0,0,4,2,4,4,4,4,2,2,0,1,1,0,0,0,0,1,1,4,1,1,2,1,2,1,0,0,0,0,0,0,0,0,1,1,2,-2,1,2,1,3,2,1,1,1,2,4,10,1,6,47,0,0,0,0,2
2,0,0,1,1,1,0,0,1,0,1,1,3,2,3,3,2,1,1,1,0,1,0,0,0,2,1,4,1,3,4,1,2,0,0,0,0,0,0,0,0,0,4,1,2,-2,3,4,1,3,3,1,1,0,2,1,7,5,4,46,0,0,0,0,2
2,0,0,0,0,1,1,0,1,0,3,2,3,3,3,2,3,1,1,1,0,1,0,0,1,3,2,3,1,4,3,3,2,1,1,1,0,0,0,0,0,0,2,1,2,12,4,1,2,1,4,1,2,1,2,3,21,6,1,29,0,0,0,0,2
1,0,0,0,0,0,1,0,0,0,1,3,2,3,1,3,2,2,0,0,0,0,1,1,0,2,-1,3,1,3,4,2,2,0,0,0,0,0,0,0,0,0,1,1,2,3,2,4,1,4,4,1,1,1,2,1,11,1,1,60,0,0,0,0,2
2,0,0,0,0,0,1,0,0,0,2,1,4,2,2,3,3,1,1,0,1,1,0,1,1,3,2,2,1,3,3,4,2,0,1,0,0,0,0,1,0,0,2,1,2,-2,6,2,1,4,2,1,2,1,2,1,10,1,5,71,0,0,0,0,2
1,1,1,0,0,1,0,1,1,0,1,1,1,1,2,2,1,2,1,1,1,1,0,0,1,2,2,2,1,1,1,3,2,1,1,1,0,0,0,0,0,0,2,1,2,-2,2,1,1,4,4,1,2,1,2,1,16,1,5,68,0,0,0,0,2
1,1,0,0,0,0,1,1,1,0,1,2,1,3,2,2,2,2,1,0,1,1,0,0,0,2,2,3,1,3,1,2,2,1,1,1,0,0,0,1,0,0,2,2,1,29,2,1,2,2,2,4,2,1,4,1,12,6,1,42,0,0,1,1,2
2,1,1,1,1,1,1,1,0,1,2,2,4,3,2,4,1,2,1,1,1,0,1,0,1,1,1,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,-2,5,1,3,2,4,1,1,1,2,1,16,1,7,34,0,0,0,0,2
1,0,1,0,0,1,0,0,0,0,1,1,2,1,2,3,3,2,1,1,1,1,1,0,1,3,2,3,2,2,3,3,2,0,0,0,0,0,0,0,0,0,1,1,2,-2,2,1,3,4,3,1,2,1,2,1,19,1,5,66,0,0,0,0,2
1,0,0,0,0,0,1,0,1,0,3,2,2,3,3,1,4,-1,1,0,1,1,0,0,1,2,2,2,1,1,2,3,2,1,1,0,0,0,0,0,0,0,2,1,2,-2,4,1,3,3,2,1,2,1,3,1,17,1,7,58,0,0,0,0,3
2,0,0,0,0,0,1,0,0,0,1,1,4,2,1,1,3,2,1,1,1,1,0,1,1,2,1,1,1,1,2,3,2,1,1,1,0,0,0,0,0,0,1,2,2,-2,3,4,3,3,2,4,1,0,1,2,3,5,6,45,0,0,0,0,1
1,0,1,0,1,1,0,1,0,0,2,2,3,3,2,4,2,2,0,1,1,0,1,0,0,2,2,2,2,4,4,2,1,0,0,0,0,0,0,0,1,0,2,1,2,3,6,1,3,2,3,1,1,1,2,3,20,1,1,41,0,0,0,0,2
2,0,0,0,0,1,1,1,0,0,2,2,1,2,1,2,1,2,1,1,1,0,1,1,1,1,2,2,1,4,3,1,1,0,0,0,0,0,0,0,0,0,3,1,2,20,6,1,2,3,3,1,1,1,2,3,2,5,1,53,0,0,0,0,2
1,1,0,1,1,1,0,0,0,0,3,3,4,2,2,3,3,1,1,1,1,1,0,0,1,2,2,2,1,3,1,2,1,0,1,0,0,0,0,0,0,1,1,1,2,1,3,1,2,2,4,3,2,1,1,4,12,6,1,36,0,0,0,0,1
1,0,0,0,0,0,1,1,0,1,1,1,3,1,1,2,3,2,1,1,1,1,0,0,1,2,2,2,1,3,4,1,2,1,0,1,0,0,0,1,0,0,4,1,2,29,6,2,1,4,3,1,2,1,2,1,7,1,1,65,0,0,0,0,2
2,0,0,0,0,0,1,0,0,0,1,1,4,2,2,3,3,2,1,1,0,1,0,1,1,2,2,2,2,2,3,4,2,1,0,1,0,0,0,1,1,0,3,1,2,5,4,1,1,2,4,1,2,0,1,2,11,3,1,41,0,0,0,0,1
2,0,0,0,0,1,0,0,0,0,3,1,2,1,2,2,2,1,1,0,1,1,0,0,0,2,2,2,2,1,2,3,2,1,1,1,0,0,0,0,0,0,1,1,2,-2,4,2,1,4,3,1,1,1,1,4,8,2,5,84,0,0,0,0,1
2,0,0,0,0,0,1,0,0,0,2,2,2,2,2,3,4,-1,1,0,0,1,0,0,0,3,2,3,1,2,2,4,2,0,1,1,0,0,0,0,0,0,1,1,2,-2,2,2,1,4,2,1,1,1,2,1,8,1,5,66,0,0,0,0,2
1,1,0,0,1,0,0,0,0,0,3,1,3,1,2,3,4,2,0,0,0,0,0,0,0,3,2,2,2,4,3,4,2,0,0,0,0,0,0,0,0,0,-1,1,2,17,6,1,1,3,2,1,1,1,2,2,16,1,1,51,0,0,0,0,2
2,0,0,0,0,1,0,1,1,0,3,3,3,4,2,2,1,2,1,1,1,1,1,1,1,2,2,3,1,3,3,1,1,1,1,1,1,1,0,1,1,0,3,1,2,2,5,1,2,2,4,1,1,1,1,2,14,3,1,36,0,0,0,0,1
1,1,0,0,0,0,1,1,0,0,4,1,2,2,4,2,4,1,1,1,0,1,0,0,1,2,2,2,1,1,1,2,2,1,1,1,0,0,0,0,0,0,3,1,1,29,4,1,2,1,3,2,1,1,3,2,11,1,1,28,1,0,0,0,2
2,1,1,0,1,0,0,1,0,0,2,1,3,1,2,2,3,2,1,0,0,1,0,0,1,2,2,2,2,2,2,2,2,1,0,1,0,0,0,1,0,0,2,1,2,-2,6,1,2,3,4,1,1,1,2,1,17,1,5,54,0,0,0,0,2
1,0,0,0,0,0,0,0,1,0,2,2,2,4,4,4,4,1,0,0,0,0,0,0,0,4,2,4,2,4,4,4,2,0,0,0,0,0,0,0,0,0,3,1,2,-2,6,1,2,4,4,1,1,1,2,1,15,1,5,66,0,0,0,0,2
1,1,0,0,1,0,1,0,0,0,3,2,4,3,2,3,2,2,1,1,1,1,0,0,0,2,2,2,1,2,2,3,2,0,0,0,0,0,0,0,0,0,4,1,1,19,5,1,4,1,2,1,2,1,4,1,14,1,1,28,0,1,1,0,2
2,0,0,0,0,0,0,1,1,0,4,1,2,3,2,2,2,1,0,0,0,0,1,0,1,3,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,3,1,1,10,6,1,3,1,2,4,1,1,5,1,14,6,1,26,0,1,0,0,4
2,0,0,0,0,0,0,0,0,0,1,2,3,1,1,2,3,2,1,1,1,1,1,1,1,3,1,2,1,2,2,2,2,1,1,0,0,0,1,0,0,0,3,1,2,18,6,2,1,4,2,1,2,1,1,1,6,3,2,62,0,0,0,0,1
2,0,0,0,0,0,0,1,0,0,2,2,3,3,3,2,4,1,0,0,0,0,0,0,1,3,2,3,2,3,2,2,2,1,1,1,0,0,0,0,0,0,3,1,2,-2,2,4,1,4,1,5,1,1,3,1,11,1,5,66,0,0,0,0,3
2,0,0,0,0,1,0,0,0,0,2,1,2,2,1,2,3,2,1,1,0,1,0,1,1,2,2,2,1,1,1,3,2,0,1,0,0,0,0,0,0,0,4,1,1,2,3,1,2,3,3,2,2,1,2,3,13,3,1,55,1,0,0,0,1
2,0,1,0,0,1,1,1,1,0,1,1,1,2,3,2,4,1,1,0,0,1,0,0,0,2,2,2,1,3,2,3,2,1,1,1,0,0,0,0,0,0,3,1,2,10,2,1,3,4,2,1,2,1,2,1,17,3,1,68,0,0,0,0,2
2,0,1,0,0,1,0,0,0,0,2,3,3,2,2,3,2,2,1,1,1,1,1,1,1,2,2,2,1,4,4,4,2,0,0,0,0,0,0,0,0,0,3,1,2,10,6,1,3,2,4,3,1,1,1,3,16,1,1,33,0,0,0,0,1
1,1,0,0,0,1,0,1,1,0,2,2,1,2,2,3,4,1,1,0,1,1,0,0,1,3,2,3,1,2,3,3,2,1,1,1,0,0,0,0,0,0,2,1,1,9,3,1,2,3,4,1,1,1,4,1,17,1,1,47,0,1,0,0,3
2,0,0,0,0,1,1,0,1,0,2,2,1,2,2,2,2,2,1,1,1,1,1,0,1,2,2,2,1,4,4,3,2,0,1,0,0,0,0,0,0,0,3,1,2,-2,1,2,2,4,4,2,1,0,2,1,10,1,4,64,0,0,0,0,2
1,0,1,0,1,1,1,1,1,0,3,2,3,4,2,2,3,2,1,1,1,1,1,0,1,2,2,3,1,2,4,2,1,0,0,0,0,0,0,0,0,0,1,1,1,-2,2,4,3,2,2,1,2,1,6,1,11,1,7,36,0,0,3,1,2
2,1,0,0,0,1,0,1,1,0,2,2,4,2,3,3,4,1,1,0,0,1,0,0,0,2,2,2,1,2,1,3,2,0,0,0,0,0,0,0,0,0,1,1,2,-2,6,1,1,4,3,1,2,1,2,1,12,1,5,66,0,0,0,0,2
1,0,0,0,0,0,1,1,1,0,2,1,1,3,2,3,3,1,1,0,0,1,0,0,0,1,2,4,1,2,4,4,2,0,0,0,0,0,0,0,0,0,1,1,2,23,4,1,6,3,4,1,1,1,2,1,17,1,1,55,0,0,0,0,2
2,0,0,0,0,0,0,1,0,0,1,2,1,2,3,2,3,1,1,1,1,0,0,0,0,3,2,2,2,1,3,2,2,1,1,1,0,0,0,0,0,0,2,1,2,-2,5,2,1,4,4,1,1,1,2,1,13,1,5,72,0,0,0,0,2
1,1,1,1,1,1,0,1,1,0,3,2,3,2,3,2,4,1,0,0,1,1,0,0,0,3,2,3,2,2,3,3,2,1,0,1,0,0,0,0,0,0,3,1,1,20,6,1,6,2,4,1,2,1,3,1,16,1,1,32,1,0,0,0,2
2,1,0,0,0,0,1,1,1,0,3,3,1,3,4,2,4,1,1,0,0,1,0,0,1,2,2,3,1,3,2,2,2,0,0,0,0,0,0,0,0,0,2,1,2,8,3,1,2,1,2,1,2,0,4,1,17,5,1,20,0,0,0,0,4
2,0,0,0,0,0,1,1,0,0,2,2,2,4,4,4,4,1,1,0,0,1,0,0,0,3,1,3,1,2,3,3,2,0,0,0,0,0,0,0,0,0,1,1,1,-2,4,1,2,2,2,1,1,0,5,2,8,1,7,35,0,2,0,1,2
1,0,0,0,0,0,0,0,0,0,2,2,4,4,4,2,4,1,0,0,0,0,0,0,0,3,2,2,1,1,2,2,2,0,0,1,0,0,0,0,0,0,1,1,1,10,5,2,6,2,2,5,1,1,4,1,7,1,1,42,0,0,1,1,2
